,Hour,Month,DayOfWeek,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator
207,14,1,5,Van,FTG-211-UVW-877,B-102,Regular,Medium,140,120.0,"13.059816123454882, 77.77068662374292",90,Fraud
208,18,1,6,Sedan,FTG-109-RST-539,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",48,Not Fraud
209,2,1,0,SUV,FTG-210-MNO-112,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",76,Not Fraud
210,6,1,1,Bus ,FTG-211-QQE-888,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",58,Not Fraud
211,10,1,2,Car,FTG-212-ZXC-557,A-101,Regular,Small,120,0.0,"13.059816123454882, 77.77068662374292",87,Fraud
212,15,1,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",67,Not Fraud
213,20,1,4,Truck,FTG-214-KJH-890,C-103,Regular,Large,350,120.0,"13.059816123454882, 77.77068662374292",94,Fraud
214,1,1,5,Van,FTG-215-DCV-751,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",71,Not Fraud
215,7,1,6,Sedan,FTG-216-NBH-443,A-101,Regular,Medium,160,60.0,"13.059816123454882, 77.77068662374292",89,Fraud
216,12,1,0,SUV,FTG-237-LKI-106,B-102,Express,Large,180,140.0,"13.059816123454882, 77.77068662374292",52,Fraud
217,17,1,1,Bus ,FTG-238-UYT-856,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",79,Not Fraud
218,22,1,2,Car,FTG-229-FRD-542,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",66,Not Fraud
219,4,1,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",95,Not Fraud
220,8,1,4,Truck,FTG-211-BVC-982,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",44,Not Fraud
221,13,1,5,Van,FTG-212-XSW-624,B-102,Regular,Medium,140,100.0,"13.059816123454882, 77.77068662374292",78,Fraud
222,16,1,6,Sedan,FTG-213-NMK-322,A-101,Express,Medium,160,60.0,"13.059816123454882, 77.77068662374292",61,Fraud
223,22,1,0,SUV,FTG-414-CDE-093,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",85,Not Fraud
224,2,1,1,Bus ,FTG-215-VBN-764,C-103,Express,Large,350,100.0,"13.059816123454882, 77.77068662374292",49,Fraud
225,7,1,2,Car,FTG-216-PLM-431,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",74,Not Fraud
226,12,1,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",69,Not Fraud
227,15,1,4,Truck,FTG-218-WSX-816,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",92,Not Fraud
228,21,1,5,Van,FTG-119-QAZ-541,B-102,Express,Medium,140,90.0,"13.059816123454882, 77.77068662374292",57,Fraud
229,3,1,6,Sedan,FTG-210-LPO-211,A-101,Regular,Medium,160,60.0,"13.059816123454882, 77.77068662374292",83,Fraud
230,7,1,0,SUV,FTG-211-ZAS-917,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",68,Not Fraud
231,11,1,1,Bus ,FTG-922-IXC-655,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",96,Not Fraud
232,16,2,2,Car,FTG-233-JOP-311,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",46,Not Fraud
233,21,2,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",81,Not Fraud
234,3,2,4,Truck,FTG-215-EDC-715,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",60,Not Fraud
235,8,2,5,Van,FTG-216-OKM-412,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",88,Not Fraud
236,13,2,6,Sedan,FTG-217-NJI-119,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",53,Not Fraud
237,18,2,0,SUV,FTG-218-LKJ-875,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",77,Not Fraud
238,23,2,1,Bus ,FTG-359-UTY-543,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",64,Not Fraud
239,5,2,2,Car,FTG-220-POU-211,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",91,Not Fraud
240,9,2,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",50,Not Fraud
241,14,2,4,Truck,FTG-212-VBN-651,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",75,Not Fraud
242,17,2,5,Van,FTG-223-QWE-322,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",59,Not Fraud
243,23,2,6,Sedan,FTG-224-MKH-091,A-101,Regular,Medium,160,140.0,"13.059816123454882, 77.77068662374292",84,Fraud
244,4,2,0,SUV,FTG-225-DCF-763,B-102,Express,Large,180,100.0,"13.059816123454882, 77.77068662374292",66,Fraud
245,8,2,1,Bus ,FTG-246-POI-415,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",93,Not Fraud
246,13,2,2,Car,FTG-247-XCV-111,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",45,Not Fraud
247,16,2,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",80,Not Fraud
248,22,2,4,Truck,FTG-249-RFD-141,C-103,Express,Large,350,160.0,"13.059816123454882, 77.77068662374292",62,Fraud
249,4,2,5,Van,FTG-250-HGT-111,B-102,Regular,Medium,140,120.0,"13.059816123454882, 77.77068662374292",86,Fraud
250,8,2,6,Sedan,FTG-251-YUI-181,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",51,Not Fraud
251,13,2,0,SUV,FTG-252-BVC-151,B-102,Regular,Large,180,160.0,"13.059816123454882, 77.77068662374292",73,Fraud
252,18,2,1,Bus ,FTG-253-NBH-125,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",56,Not Fraud
253,22,2,2,Car,FTG-254-KJH-191,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",82,Not Fraud
254,4,2,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",70,Not Fraud
255,8,2,4,Truck,FTG-256-LMK-133,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",97,Not Fraud
256,13,2,5,Van,FTG-257-PLN-118,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",47,Not Fraud
257,18,2,6,Sedan,FTG-258-VFR-178,A-101,Regular,Medium,160,160.0,"13.059816123454882, 77.77068662374292",84,Not Fraud
258,23,2,0,SUV,FTG-259-WSX-148,B-102,Express,Large,180,100.0,"13.059816123454882, 77.77068662374292",65,Fraud
259,5,2,1,Bus ,FTG-260-QAZ-115,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",92,Not Fraud
260,9,3,2,Car,FTG-261-POU-918,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",53,Not Fraud
261,14,3,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",79,Not Fraud
262,18,3,4,Truck,FTG-263-ZXC-318,C-103,Express,Large,350,100.0,"13.059816123454882, 77.77068662374292",61,Fraud
263,23,3,5,Van,FTG-264-OKM-196,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",89,Not Fraud
264,3,3,6,Sedan,FTG-265-LKJ-766,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",44,Not Fraud
265,7,3,0,SUV,FTG-266-HGT-437,B-102,Regular,Large,180,140.0,"13.059816123454882, 77.77068662374292",78,Fraud
266,12,3,1,Bus ,FTG-267-MKF-105,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",67,Not Fraud
267,16,3,2,Car,FTG-268-DCV-877,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",95,Not Fraud
268,21,3,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",55,Not Fraud
269,3,3,4,Truck,FTG-053-PQR-787,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",80,Not Fraud
270,8,3,5,Van,FTG-011-MNO-097,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",62,Not Fraud
271,13,3,6,Sedan,FTG-077-LKI-986,A-101,Regular,Medium,160,160.0,"13.059816123454882, 77.77068662374292",87,Not Fraud
272,18,3,0,SUV,FTG-124-CDE-877,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",47,Not Fraud
273,23,3,1,Bus ,FTG-131-ZAS-763,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",73,Not Fraud
274,5,3,2,Car,FTG-138-LKJ-657,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",68,Not Fraud
275,10,3,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",91,Not Fraud
276,14,3,4,Truck,FTG-042-BVC-437,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",52,Not Fraud
277,19,3,5,Van,FTG-049-WSX-326,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",82,Not Fraud
278,0,3,6,Sedan,FTG-056-HGT-215,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",56,Not Fraud
279,6,3,0,SUV,FTG-063-KJH-104,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",84,Not Fraud
280,11,3,1,Bus ,FTG-081-TGB-048,C-103,Express,Large,350,120.0,"13.059816123454882, 77.77068662374292",69,Fraud
281,15,3,2,Car,FTG-077-HGT-985,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",94,Not Fraud
282,21,3,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",49,Not Fraud
283,2,3,4,Truck,FTG-101-XYZ-984,C-103,Regular,Large,350,100.0,"13.059816123454882, 77.77068662374292",76,Fraud
284,6,3,5,Van,FTG-108-UVW-885,B-102,Express,Medium,140,120.0,"13.059816123454882, 77.77068662374292",63,Fraud
285,11,3,6,Sedan,FTG-115-DCV-774,A-101,Regular,Medium,160,90.0,"13.059816123454882, 77.77068662374292",88,Fraud
286,16,3,0,SUV,FTG-122-XSW-643,B-102,Express,Large,180,120.0,"13.059816123454882, 77.77068662374292",74,Fraud
287,21,3,1,Bus ,FTG-129-QAZ-433,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",96,Not Fraud
288,2,3,2,Car,FTG-136-OKM-434,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",61,Not Fraud
289,7,3,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",85,Not Fraud
290,12,3,4,Truck,FTG-120-HGT-213,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",52,Not Fraud
291,16,4,5,Van,FTG-157-PLN-193,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",79,Not Fraud
292,22,4,6,Sedan,FTG-134-OKM-093,A-101,Express,Medium,160,120.0,"13.059816123454882, 77.77068662374292",66,Fraud
293,3,4,0,SUV,FTG-141-WSX-983,B-102,Regular,Large,180,90.0,"13.059816123454882, 77.77068662374292",90,Fraud
294,7,4,1,Bus ,FTG-148-NJH-846,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",48,Not Fraud
295,12,4,2,Car,FTG-145-ZXC-763,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",77,Not Fraud
296,15,4,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",60,Not Fraud
297,21,4,4,Truck,FTG-189-WSX-533,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",83,Not Fraud
298,2,4,5,Van,FTG-206-GHI-334,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",71,Not Fraud
299,6,4,6,Sedan,FTG-213-POI-332,A-101,Regular,Medium,160,160.0,"13.059816123454882, 77.77068662374292",97,Not Fraud
300,11,4,0,SUV,FTG-210-TYU-230,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",46,Not Fraud
301,15,4,1,Bus ,FTG-217-HGT-149,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",81,Not Fraud
302,20,4,2,Car,FTG-234-RFV-038,A-101,Express,Small,120,0.0,"13.059816123454882, 77.77068662374292",64,Fraud
303,1,4,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",93,Not Fraud
304,6,4,4,Truck,FTG-248-JKL-173,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",57,Not Fraud
305,11,4,5,Van,FTG-255-EDC-162,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",86,Not Fraud
306,15,4,6,Sedan,FTG-262-NJH-153,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",55,Not Fraud
307,21,4,0,SUV,FTG-269-NBH-542,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",82,Not Fraud
308,3,4,1,Bus ,FTG-309-RST-533,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",63,Not Fraud
309,7,4,2,Car,FTG-310-MNO-212,A-101,Regular,Small,120,90.0,"13.059816123454882, 77.77068662374292",90,Fraud
310,12,4,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",48,Not Fraud
311,16,4,4,Truck,FTG-035-DCF-542,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",76,Not Fraud
312,22,4,5,Van,FTG-084-KJH-872,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",58,Not Fraud
313,4,4,6,Sedan,FTG-123-QWE-324,A-101,Regular,Medium,160,90.0,"13.059816123454882, 77.77068662374292",87,Fraud
314,8,4,0,SUV,FTG-182-BVC-652,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",67,Not Fraud
315,13,4,1,Bus ,FTG-211-ZXC-937,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",94,Not Fraud
316,18,4,2,Car,FTG-311-QWE-983,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",71,Not Fraud
317,23,4,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",89,Not Fraud
318,5,4,4,Truck,FTG-319-FRD-512,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",52,Not Fraud
319,9,4,5,Van,FTG-320-TYU-222,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",79,Not Fraud
320,14,4,6,Sedan,FTG-321-BVC-972,A-101,Express,Medium,160,100.0,"13.059816123454882, 77.77068662374292",66,Fraud
321,18,5,0,SUV,FTG-322-XSW-642,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",95,Not Fraud
322,23,5,1,Bus ,FTG-323-NMK-331,C-103,Express,Large,350,100.0,"13.059816123454882, 77.77068662374292",44,Fraud
323,3,5,2,Car,FTG-324-CDE-092,A-101,Regular,Small,120,180.0,"13.059816123454882, 77.77068662374292",78,Fraud
324,7,5,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",61,Not Fraud
325,12,5,4,Truck,FTG-326-PLM-133,C-103,Regular,Large,350,160.0,"13.059816123454882, 77.77068662374292",85,Fraud
326,16,5,5,Van,FTG-327-HGT-112,B-102,Express,Medium,140,120.0,"13.059816123454882, 77.77068662374292",49,Fraud
327,21,5,6,Sedan,FTG-328-WSX-852,A-101,Regular,Medium,160,120.0,"13.059816123454882, 77.77068662374292",74,Fraud
328,3,5,0,SUV,FTG-329-QAZ-522,B-102,Express,Large,180,120.0,"13.059816123454882, 77.77068662374292",69,Fraud
329,8,5,1,Bus ,FTG-330-LPO-230,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",92,Not Fraud
330,13,5,2,Car,FTG-331-ZAS-995,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",57,Not Fraud
331,18,5,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",83,Not Fraud
332,23,5,4,Truck,FTG-333-JOP-312,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",68,Not Fraud
333,5,5,5,Van,FTG-334-RFV-072,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",96,Not Fraud
334,10,5,6,Sedan,FTG-335-EDC-752,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",46,Not Fraud
335,14,5,0,SUV,FTG-336-OKM-414,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",81,Not Fraud
336,19,5,1,Bus ,FTG-337-NJI-139,C-103,Express,Large,350,90.0,"13.059816123454882, 77.77068662374292",60,Fraud
337,0,5,2,Car,FTG-338-LKJ-864,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",88,Not Fraud
338,6,5,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",53,Not Fraud
339,11,5,4,Truck,FTG-340-POU-213,C-103,Regular,Large,350,120.0,"13.059816123454882, 77.77068662374292",77,Fraud
340,15,5,5,Van,FTG-341-ZXC-915,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",64,Not Fraud
341,21,5,6,Sedan,FTG-342-VBN-613,A-101,Regular,Medium,160,100.0,"13.059816123454882, 77.77068662374292",91,Fraud
342,2,5,0,SUV,FTG-343-QWE-323,B-102,Express,Large,180,90.0,"13.059816123454882, 77.77068662374292",50,Fraud
343,6,5,1,Bus ,FTG-344-MKH-028,C-103,Regular,Large,350,120.0,"13.059816123454882, 77.77068662374292",75,Fraud
344,11,5,2,Car,FTG-345-DCF-754,A-101,Express,Small,120,90.0,"13.059816123454882, 77.77068662374292",59,Fraud
345,16,5,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",84,Not Fraud
346,21,5,4,Truck,FTG-347-XCV-195,C-103,Express,Large,350,60.0,"13.059816123454882, 77.77068662374292",66,Fraud
347,2,5,5,Van,FTG-348-JKL-895,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",93,Not Fraud
348,7,5,6,Sedan,FTG-349-RFD-553,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",45,Not Fraud
349,12,5,0,SUV,FTG-210-JKL-480,B-102,Regular,Large,180,120.0,"13.059816123454882, 77.77068662374292",80,Fraud
350,16,5,1,Bus ,FTG-351-YUI-937,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",62,Not Fraud
351,22,5,2,Car,FTG-352-BVC-695,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",86,Not Fraud
352,3,6,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",51,Not Fraud
353,7,6,4,Truck,FTG-354-KJH-095,C-103,Regular,Large,350,100.0,"13.059816123454882, 77.77068662374292",73,Fraud
354,12,6,5,Van,FTG-355-EDC-794,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",56,Not Fraud
355,15,6,6,Sedan,FTG-356-LMK-491,A-101,Regular,Medium,160,160.0,"13.059816123454882, 77.77068662374292",82,Not Fraud
356,21,6,0,SUV,FTG-590-PQR-125,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",70,Not Fraud
357,2,6,1,Bus ,FTG-358-VFR-836,C-103,Regular,Large,350,120.0,"13.059816123454882, 77.77068662374292",97,Fraud
358,6,6,2,Car,FTG-359-WSX-591,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",47,Not Fraud
359,11,6,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",84,Not Fraud
360,15,6,4,Truck,FTG-361-POU-995,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",65,Not Fraud
361,20,6,5,Van,FTG-362-NJH-695,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",92,Not Fraud
362,1,6,6,Sedan,FTG-363-ZXC-392,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",53,Not Fraud
363,6,6,0,SUV,FTG-364-OKM-082,B-102,Regular,Large,180,140.0,"13.059816123454882, 77.77068662374292",79,Fraud
364,11,6,1,Bus ,FTG-365-LKJ-735,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",61,Not Fraud
365,15,6,2,Car,FTG-760-XYZ-890,A-101,Regular,Small,120,0.0,"13.059816123454882, 77.77068662374292",89,Fraud
366,21,6,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",44,Not Fraud
367,3,6,4,Truck,FTG-368-DCV-892,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",78,Not Fraud
368,7,6,5,Van,FTG-369-NBH-592,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",67,Not Fraud
369,12,6,6,Sedan,FTG-370-POI-291,A-101,Regular,Medium,160,140.0,"13.059816123454882, 77.77068662374292",95,Fraud
370,16,6,0,SUV,FTG-371-WSX-991,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",55,Not Fraud
371,22,6,1,Bus ,FTG-372-QAZ-624,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",80,Not Fraud
372,4,6,2,Car,FTG-373-KJH-397,A-101,Express,Small,120,90.0,"13.059816123454882, 77.77068662374292",62,Fraud
373,8,6,3,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",87,Not Fraud
374,8,1,6,Truck,FTG-318-UYT-875,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",47,Not Fraud
375,12,1,0,Van,FTG-325-VBN-768,B-102,Regular,Medium,140,100.0,"13.059816123454882, 77.77068662374292",73,Fraud
376,16,1,1,Sedan,FTG-346-POI-439,A-101,Express,Medium,160,160.0,"13.059816123454882, 77.77068662374292",68,Not Fraud
377,22,1,2,SUV,FTG-332-IXC-629,B-102,Regular,Large,180,100.0,"13.059816123454882, 77.77068662374292",91,Fraud
378,5,1,3,Bus ,FTG-339-UTY-537,C-103,Express,Large,350,120.0,"13.059816123454882, 77.77068662374292",52,Fraud
379,11,1,4,Car,FTG-374-VFR-084,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",82,Not Fraud
380,14,1,5,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",56,Not Fraud
381,18,1,6,Truck,FTG-360-QAZ-293,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",84,Not Fraud
382,2,1,0,Van,FTG-330-ABC-675,B-102,Express,Medium,140,140.0,"13.059816123454882, 77.77068662374292",69,Not Fraud
383,6,1,1,Sedan,FTG-367-MKF-903,A-101,Regular,Medium,160,160.0,"13.059816123454882, 77.77068662374292",94,Not Fraud
384,10,1,2,SUV,FTG-480-DEF-230,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",49,Not Fraud
385,15,1,3,Bus ,FTG-386-PLM-933,C-103,Regular,Large,350,265.0,"13.059816123454882, 77.77068662374292",76,Not Fraud
386,20,1,4,Car,FTG-670-MNO-560,A-101,Express,Small,120,120.0,"13.059816123454882, 77.77068662374292",63,Not Fraud
387,1,1,5,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",88,Not Fraud
388,7,1,6,Truck,FTG-389-QAZ-742,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",74,Not Fraud
389,12,1,0,Van,FTG-390-RFD-712,B-102,Regular,Medium,140,140.0,"13.059816123454882, 77.77068662374292",96,Not Fraud
390,17,1,1,Sedan,FTG-391-YUI-784,A-101,Express,Medium,160,100.0,"13.059816123454882, 77.77068662374292",61,Fraud
391,22,1,2,SUV,FTG-150-UVW-910,B-102,Regular,Large,180,180.0,"13.059816123454882, 77.77068662374292",85,Not Fraud
392,4,1,3,Bus ,FTG-393-NBH-336,C-103,Express,Large,350,265.0,"13.059816123454882, 77.77068662374292",52,Not Fraud
393,8,1,4,Car,FTG-394-KJH-087,A-101,Regular,Small,120,120.0,"13.059816123454882, 77.77068662374292",79,Not Fraud
394,13,1,5,Motorcycle,Not Required,D-105,Regular,Small,0,0.0,"13.059816123454882, 77.77068662374292",66,Not Fraud
395,16,1,6,Truck,FTG-396-LMK-447,C-103,Regular,Large,350,90.0,"13.059816123454882, 77.77068662374292",90,Fraud
396,22,1,0,Van,FTG-397-PLN-197,B-102,Express,Medium,140,120.0,"13.059816123454882, 77.77068662374292",48,Fraud
397,2,1,1,Sedan,FTG-398-VFR-867,A-101,Regular,Medium,160,160.0,"13.059816123454882, 77.77068662374292",77,Not Fraud
398,7,1,2,SUV,FTG-399-WSX-558,B-102,Express,Large,180,180.0,"13.059816123454882, 77.77068662374292",60,Not Fraud
